SENARAI SEKOLAH RENDAH DAN MENENGAH SEPERTI PADA 31 JANUARI 2020,,,,,,,,,,,,,,,,,,,,
BIL,NEGERI,PPD,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
4821,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6012,SEKOLAH KEBANGSAAN ULU MELAKA,"MUKIM ULU MELAKA,ULU MELAKA",07000,LANGKAWI,049552336,049531993,KBA6012@moe.edu.my,Bandar,SK,862,65,ADA,ADA,99.7765,6.35084
4822,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6013,SEKOLAH KEBANGSAAN LANGKAWI,JALAN PERSIARAN PUTRA,07000,LANGKAWI,049692020,049692022,KBA6013@moe.edu.my,Bandar,SK,619,48,ADA,ADA,99.85473,6.31704
4823,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6020,SEKOLAH KEBANGSAAN SLT BAGAN NYIOR,PULAU DAYANG BUNTING,07000,LANGKAWI,049661858,049661858,KBA6020@moe.edu.my,Luar Bandar,SK,63,14,TIADA,TIADA,99.82314,6.26331
4824,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6021,SEKOLAH KEBANGSAAN NYIOR CHABANG,MUKIM BOHOR,07000,LANGKAWI,049555306,049555306,KBA6021@moe.edu.my,Bandar,SK,365,32,TIADA,TIADA,99.75036,6.36555
4825,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6022,SEKOLAH KEBANGSAAN KILIM,JALAN AYER HANGAT,07000,LANGKAWI,049592193,049592192,KBA6022@moe.edu.my,Luar Bandar,SK,258,26,TIADA,TIADA,99.845965,6.408316
4826,KEDAH,PPD LANGKAWI,Rendah,SK,KBA6023,SEKOLAH KEBANGSAAN SG MENGHULU,JALAN BATU ASAH,07000,LANGKAWI,049693030,049693031,KBA6023@moe.edu.my,Bandar,SK,607,44,TIADA,TIADA,99.82033,6.33524
4827,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7001,SEKOLAH KEBANGSAAN BUKIT TEMBAGA,"JALAN KUALA PAI,HADAPAN MASJID FELDA BUKIT TEMBAGA",06300,KUALA NERANG,047823881,047823881,KBA7001@moe.edu.my,Luar Bandar,SK,338,30,TIADA,TIADA,100.5379,6.21072
4828,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7002,SEKOLAH KEBANGSAAN KUALA NERANG,PEKAN KUALA NERANG,06300,KUALA NERANG,047866557,047866557,kba7002@moe.edu.my,Bandar,SK,549,59,ADA,ADA,100.61349,6.25548
4829,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7003,SEKOLAH KEBANGSAAN KURONG HITAM,"KG. KUBANG DAKSA, MUKIM KURONG HITAM",06300,KUALA NERANG,047867769,047867769,KBA7003@moe.edu.my,Luar Bandar,SK,315,37,ADA,ADA,100.56741,6.28181
4830,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7004,SEKOLAH KEBANGSAAN TOH PUAN SHARIFAH HANIFAH,"BATU 16 , JALAN KUBU, MUKIM PADANG TEMAK",06300,KUALA NERANG,047822276,047822276,kba7004@moe.edu.my,Luar Bandar,SK,180,17,TIADA,TIADA,100.54625,6.24478
4831,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7005,SEKOLAH KEBANGSAAN NAKA,"MUKIM TEKAI KANAN, NAKA",06350,ALOR SETAR,047852548,047852548,KBA7005@moe.edu.my,Luar Bandar,SK,529,52,ADA,ADA,100.67344,6.13764
4832,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7006,SEKOLAH KEBANGSAAN PANGLIMA AWANG,KUALA NERANG,06300,KUALA NERANG,047869362,047869362,KBA7006@moe.edu.my,Bandar,SK,260,24,TIADA,TIADA,100.61456,6.21863
4833,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7007,SEKOLAH KEBANGSAAN NAMI,D/A PEJABAT POS FELDA LUBUK MERBAU,06710,LUBUK MERBAU,047510016,047510016,KBA7007@moe.edu.my,Luar Bandar,SK,208,26,TIADA,TIADA,100.76221,6.05289
4834,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7008,SEKOLAH KEBANGSAAN PADANG SANAI,"KM 45, JALAN PADANG SANAI",06300,KUALA NERANG,047864311,047864311,KBA7008@moe.edu.my,Luar Bandar,SK,217,28,TIADA,TIADA,100.68113,6.34143
4835,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7009,SEKOLAH KEBANGSAAN PADANG TERAP,"BATU 26, JALAN PADANG SANAI",06300,KUALA  NERANG,047860770,047864891,KBA7009@moe.edu.my,Bandar,SK,488,46,ADA,ADA,100.65371,6.29445
4836,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7010,SEKOLAH KEBANGSAAN TANDOP BESAR,"JALAN TANDOP BESAR,KUALA NERANG",06300,KUALA NERANG,047868307,047868307,KBA7010@moe.edu.my,Bandar,SK,451,42,ADA,ADA,100.64449,6.19784
4837,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7011,SEKOLAH KEBANGSAAN DATIN FATIMAH,JALAN AMPANGAN PEDU,06300,KUALA NERANG,047867236,047867236,KBA7011@moe.edu.my,Luar Bandar,SK,222,28,TIADA,TIADA,100.71892,6.22704
4838,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7012,SEKOLAH KEBANGSAAN PEDU,KUALA NERANG,06300,KUALA NERANG,047866948,047866948,kba7012@moe.edu.my,Luar Bandar,SK,446,43,TIADA,TIADA,100.68313,6.23477
4839,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7013,SEKOLAH KEBANGSAAN KAMPONG BELUKAR,NAKA,06350,POKOK SENA,047851125,047851125,KBA7013@moe.edu.my,Luar Bandar,SK,403,37,TIADA,TIADA,100.69858,6.18626
4840,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7014,SEKOLAH KEBANGSAAN TUALAK,KM 10 KAMPUNG LABI,06300,KUALA NERANG,047860078,047860078,KBA7014@moe.edu.my,Luar Bandar,SK,304,30,TIADA,TIADA,100.58648,6.32075
4841,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7015,SEKOLAH KEBANGSAAN LUBUK MERBAU,LUBOK MERBAU,06710,PENDANG,047520082,047522652,KBA7015@moe.edu.my,Luar Bandar,SK,514,46,ADA,ADA,100.72195,6.00212
4842,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7016,SEKOLAH KEBANGSAAN PERIK,KM 16 JALAN KUALA NERANG JITRA,06300,KUALA NERANG,TIADA,TIADA,KBA7016@moe.edu.my,Luar Bandar,SK,164,18,TIADA,TIADA,100.53287,6.31435
4843,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7018,SEKOLAH KEBANGSAAN LAMDIN,"KM 3, JALAN NAMI",06350,ALOR STAR,047852527,047852527,KBA7018@moe.edu.my,Luar Bandar,SK,115,17,TIADA,TIADA,100.68923,6.10062
4844,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7019,SEKOLAH KEBANGSAAN KUBANG PALAS,KAMPUNG KUBANG PALAS,06300,KUALA NERANG,047868285,047868285,kba7019@moe.edu.my,Luar Bandar,SK,145,17,TIADA,TIADA,100.695,6.32486
4845,KEDAH,PPD PADANG TERAP,Rendah,SK,KBA7020,SEKOLAH KEBANGSAAN SERI BAKTI,"BATU 19,JLN. KG.RAMBUTAN,MK.PADANG TEMAK",06300,KUALA NERANG,047170017,047170019,KBA7020@moe.edu.my,Luar Bandar,SK,137,18,TIADA,TIADA,100.57569,6.26971
4846,KEDAH,PPD SIK,Rendah,SK,KBA8001,SEKOLAH KEBANGSAAN BATU LIMA,BATU LIMA,08200,SIK,044620372,TIADA,KBA8001@moe.edu.my,Bandar,SK,296,34,ADA,ADA,100.2,5.799374
4847,KEDAH,PPD SIK,Rendah,SK,KBA8002,SEKOLAH KEBANGSAAN CHEPIR,KAMPUNG CHEPIR,08200,SIK,044620662,TIADA,KBA8002@moe.edu.my,Luar Bandar,SK,455,43,ADA,ADA,100.78616,5.84407
4848,KEDAH,PPD SIK,Rendah,SK,KBA8003,SEKOLAH KEBANGSAAN GULAU,WAKIL POS GULAU,08210,SIK,0195000935,TIADA,KBA8003@moe.edu.my,Luar Bandar,SK,352,35,ADA,ADA,100.83008,6.01188
4849,KEDAH,PPD SIK,Rendah,SK,KBA8004,SEKOLAH KEBANGSAAN HUJONG BANDAR,KG. HUJONG BANDAR,08200,SIK,044620318,044622529,KBA8004@moe.edu.my,Bandar,SK,179,19,TIADA,TIADA,100.746485,5.776134
4850,KEDAH,PPD SIK,Rendah,SK,KBA8005,SEKOLAH KEBANGSAAN JENERI,KAMPUNG JENERI,08700,JENIANG,044627354,044627355,KBA8005@moe.edu.my,Luar Bandar,SK,631,56,ADA,ADA,100.65087,5.90019
4851,KEDAH,PPD SIK,Rendah,SK,KBA8006,SEKOLAH KEBANGSAAN KG BETONG,JALAN JENERI,08700,JENIANG,044647136,044647136,KBA8006@moe.edu.my,Luar Bandar,SK,261,29,TIADA,TIADA,100.683261,5.93797
4852,KEDAH,PPD SIK,Rendah,SK,KBA8007,SEKOLAH KEBANGSAAN HJ HUSSAIN,"KG TUPAI, MUKIM TELOI",08200,SIK,TIADA,TIADA,KBA8007@moe.edu.my,Bandar,SK,303,28,TIADA,TIADA,100.716004,5.755077
4853,KEDAH,PPD SIK,Rendah,SK,KBA8008,SEKOLAH KEBANGSAAN KG KOTA BUKIT,JENERI,08700,JENIANG,044620307,TIADA,KBA8008@moe.edu.my,Luar Bandar,SK,186,17,TIADA,TIADA,100.62809,5.878326
4854,KEDAH,PPD SIK,Rendah,SK,KBA8009,SEKOLAH KEBANGSAAN SERI AMPANG MUDA,KAMPUNG BELANTIK,08210,SIK,047520240,047520240,KBA8009@moe.edu.my,Luar Bandar,SK,307,28,TIADA,TIADA,100.827569,6.050866
4855,KEDAH,PPD SIK,Rendah,SK,KBA8010,SEKOLAH KEBANGSAAN CHEMARA,KG  CHEMARA,08700,JENIANG,044620019,TIADA,KBA8010@moe.edu.my,Bandar,SK,110,18,TIADA,TIADA,100.6373,5.79724
4856,KEDAH,PPD SIK,Rendah,SK,KBA8011,SEKOLAH KEBANGSAAN KALAI,KAMPUNG KALAI,08700,JENIANG,044620564,TIADA,KBA8011@moe.edu.my,Bandar,SK,138,17,TIADA,TIADA,100.614518,5.836316
4857,KEDAH,PPD SIK,Rendah,SK,KBA8012,SEKOLAH KEBANGSAAN PAYA TERENDAM,JALAN GULAU,08200,SIK,044694053,044694053,KBA8012@moe.edu.my,Luar Bandar,SK,302,30,TIADA,TIADA,100.754426,5.886792
4858,KEDAH,PPD SIK,Rendah,SK,KBA8013,SEKOLAH KEBANGSAAN PADANG CHICHAK,"JENERI, JENIANG",08700,GURUN,044626689,TIADA,KBA8013@moe.edu.my,Luar Bandar,SK,197,28,TIADA,TIADA,100.654549,5.926921
4859,KEDAH,PPD SIK,Rendah,SK,KBA8014,SEKOLAH KEBANGSAAN SIK,PEKAN SIK,08200,SIK,044695434,044695434,KBA8014@moe.edu.my,Bandar,SK,645,61,ADA,ADA,100.74099,5.81771
4860,KEDAH,PPD SIK,Rendah,SK,KBA8015,SEKOLAH KEBANGSAAN BANDAR BARU BERIS JAYA,BANDAR BARU BERIS JAYA,08700,JENIANG ,04-4697001,044697002,KBA8015@moe.edu.my,Bandar,SK,319,30,TIADA,TIADA,100.4043,5.4749
4861,KEDAH,PPD SIK,Rendah,SK,KBA8016,SEKOLAH KEBANGSAAN TELOI TUA,BATU LIMA,08200,SIK,01165735044,TIADA,KBA8016@moe.edu.my,Bandar,SK,364,31,TIADA,TIADA,100.6985,5.776
4862,KEDAH,PPD SIK,Rendah,SK,KBA8017,SEKOLAH KEBANGSAAN DANGLAU,KG KUBANG KESOM,08210,SIK,047510019,TIADA,KBA8017@moe.edu.my,Luar Bandar,SK,124,18,TIADA,TIADA,100.74977,6.00607
4863,KEDAH,PPD SIK,Rendah,SK,KBA8018,SEKOLAH KEBANGSAAN SIK DALAM,SIK DALAM,08200,SIK,044622823,TIADA,KBA8018@moe.edu.my,Luar Bandar,SK,203,22,TIADA,TIADA,100.74694,5.85166
4864,KEDAH,PPD SIK,Rendah,SK,KBA8019,SEKOLAH KEBANGSAAN KOTA AUR,KOTA AUR,08210,SIK,047520409,TIADA,KBA8019@moe.edu.my,Luar Bandar,SK,105,16,TIADA,TIADA,100.834215,6.096695
4865,KEDAH,PPD SIK,Rendah,SK,KBA8020,SEKOLAH KEBANGSAAN BATU 8,KG. CHAROK SEJUK,08200,SIK,044620015,044620032,KBA8020@moe.edu.my,Bandar,SK,219,25,TIADA,TIADA,100.713644,5.806523
4866,KEDAH,PPD SIK,Rendah,SK,KBA8021,SEKOLAH KEBANGSAAN TELOI TIMUR,FELDA TELOI TIMUR,09300,KUALA KETIL,TIADA,TIADA,KBA8021@moe.edu.my,Bandar,SK,344,30,TIADA,TIADA,100.68278,5.71518
4867,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9001,SEKOLAH KEBANGSAAN GUAR CHEMPEDAK,GUAR CHEMPEDAK,08800,GUAR CHEMPEDAK,044686168,044686168,KBA9001@moe.edu.my,Bandar,SK,570,52,ADA,ADA,100.457173,5.859537
4868,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9002,SEKOLAH KEBANGSAAN PADANG LUMAT,GUAR CHEMPEDAK,08800,GUAR CHEMPEDAK,047692192,047692192,KBA9002@moe.edu.my,Bandar,SK,304,38,ADA,ADA,100.430472,5.90596
4869,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9003,SEKOLAH KEBANGSAAN SUNGAI KERING,KAMPUNG SUNGAI KERING,06910,YAN,TIADA,TIADA,KBA9003@moe.edu.my,Bandar,SK,132,16,TIADA,TIADA,100.365227,5.878076
4870,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9004,SEKOLAH KEBANGSAAN SUNGAI LIMAU,SUNGAI LIMAU,06910,YAN,047694941,047694941,KBA9004@moe.edu.my,Bandar,SK,442,37,TIADA,TIADA,100.377838,5.900902
4871,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9005,SEKOLAH KEBANGSAAN HAJI KASSIM JASIN,SELENGKOH,06910,YAN,01165736155,TIADA,KBA9005@moe.edu.my,Bandar,SK,130,18,TIADA,TIADA,100.411899,5.907282
4872,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9006,SEKOLAH KEBANGSAAN ULU SEDAKA,sungai daun,06900,YAN,01165735411,01165735411,KBA9006@moe.edu.my,Bandar,SK,278,28,TIADA,TIADA,100.422239,5.874708
4873,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9007,SEKOLAH KEBANGSAAN DULANG,DULANG KECHIL,06900,YAN,044655643,044655643,KBA9007@moe.edu.my,Bandar,SK,266,27,TIADA,TIADA,100.38521,5.85424
4874,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9008,SEKOLAH KEBANGSAAN KAMPONG PAUH,KAMPUNG PAUH,06900,YAN,044478012,044470058,KBA9008@moe.edu.my,Bandar,SK,204,22,TIADA,TIADA,100.391628,5.805067
4875,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9009,SEKOLAH KEBANGSAAN KAMPONG SETAR,KAMPONG SETAR,06900,YAN,044658027,044658027,KBA9009@moe.edu.my,Bandar,SK,89,16,TIADA,TIADA,100.410908,5.820895
4876,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9010,SEKOLAH KEBANGSAAN LANGKASUKA,JALAN PEGAWAI,06900,YAN,044655535,044655535,KBA9010@moe.edu.my,Bandar,SK,364,29,TIADA,TIADA,100.374705,5.795469
4877,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9011,SEKOLAH KEBANGSAAN TOK MAT SALLEH,KAMPUNG RUAT,06900,YAN,044651051,044651051,KBA9011@moe.edu.my,Bandar,SK,100,16,TIADA,TIADA,100.367858,5.76273
4878,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9012,SEKOLAH KEBANGSAAN TEROI,GUAR CHEMPEDAK,08800,GUAR CHEMPEDAK,044686359,044686359,KBA9012@moe.edu.my,Bandar,SK,299,27,TIADA,TIADA,100.433527,5.848462
4879,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9013,SEKOLAH KEBANGSAAN YAN KECHIL,YAN KECHIL,06900,YAN,044655951,044655951,KBA9013@moe.edu.my,Bandar,SK,457,38,TIADA,TIADA,100.385743,5.829365
4880,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9014,SEKOLAH KEBANGSAAN HJ NYAK GAM,YAN,06900,YAN,044658057,044658057,KBA9014@moe.edu.my,Bandar,SK,324,39,ADA,ADA,100.373783,5.800039
4881,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9016,SEKOLAH KEBANGSAAN BUKIT BESAR,KOTA SARANG SEMUT,06800,ALOR SETAR,047694933,047694933,KBA9016@moe.edu.my,Bandar,SK,389,37,ADA,ADA,100.408773,5.954074
4882,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9017,SEKOLAH KEBANGSAAN PERMATANG BULOH,KOTA SARANG SEMUT,06800,ALOR SETAR,047691132,047691132,KBA9017@moe.edu.my,Bandar,SK,173,20,TIADA,TIADA,100.361161,5.958452
4883,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9018,SEKOLAH KEBANGSAAN SUNGAI DEDAP,KOTA SARANG SEMUT,06800,KOTA SARANG SEMUT,047691172,047691172,KBA9018@moe.edu.my,Bandar,SK,187,23,TIADA,TIADA,100.364415,5.937971
4884,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9019,SEKOLAH KEBANGSAAN SIMPANG TIGA SG DAUN,"SPG TIGA SG DAUN, KOTA SARANG SEMUT",06680,KOTA SARANG SEMUT,047410102,TIADA,KBA9019@moe.edu.my,Bandar,SK,169,21,TIADA,TIADA,100.420355,5.930333
4885,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9020,SEKOLAH KEBANGSAAN SUNGAI DAUN TENGAH,"SIMPANG TIGA, SG LIMAU",06680,KOTA SARANG SEMUT,044473649,TIADA,KBA9020@moe.edu.my,Bandar,SK,115,17,TIADA,TIADA,100.389755,5.919851
4886,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9021,SEKOLAH KEBANGSAAN SINGKIR,SINGKIR,08110,BEDONG,044573166,044573166,KBA9021@moe.edu.my,Bandar,SK,322,29,TIADA,TIADA,100.373766,5.73055
4887,KEDAH,PPD KUALA MUDA/YAN,Rendah,SK,KBA9022,SEKOLAH KEBANGSAAN HAJI HUSSIN DOL,GUAR CHEMPEDAK,08800,GUAR CHEMPEDAK,044688544,044688544,KBA9022@moe.edu.my,Bandar,SK,827,56,TIADA,TIADA,100.464019,5.856599
4888,KEDAH,PPD PENDANG,Rendah,SK,KBAA004,SEKOLAH KEBANGSAAN KUBOR PANJANG,KM 32 JALAN KUBOR PANJANG,06760,ALOR SETAR,047846269,047848248,KBAA004@moe.edu.my,Bandar,SK,542,48,TIADA,TIADA,100.55493,6.08897
4889,KEDAH,PPD PENDANG,Rendah,SK,KBAA005,SEKOLAH KEBANGSAAN PADANG DURIAN,PADANG DURIAN,06750,PENDANG,044471240,,KBAA005@moe.edu.my,Luar Bandar,SK,227,29,TIADA,TIADA,100.61396,6.03327
4890,KEDAH,PPD PENDANG,Rendah,SK,KBAA006,SEKOLAH KEBANGSAAN POKOK ASAM,JALAN SUNGAI TIANG,06750,PENDANG,047846209,047846209,KBAA006@moe.edu.my,Luar Bandar,SK,296,32,ADA,ADA,100.58478,6.05091
4891,KEDAH,PPD PENDANG,Rendah,SK,KBAA035,SEKOLAH KEBANGSAAN PAYA RAWA,KAMPUNG PAYA RAWA,06700,PENDANG,01165735339,TIADA,KBAA035@moe.edu.my,Bandar,SK,273,27,TIADA,TIADA,100.53808,6.03806
4892,KEDAH,PPD PENDANG,Rendah,SK,KBAA046,SEKOLAH KEBANGSAAN PENGHULU JUSOH,MUKIM TOBIAR,06700,PENDANG,047847740,047847740,KBAA046@moe.edu.my,Bandar,SK,352,30,TIADA,TIADA,100.50803,6.06654
4893,KEDAH,PPD PENDANG,Rendah,SK,KBAA048,SEKOLAH KEBANGSAAN ALOR BESAR,KOTA SARANG SEMUT,06800,ALOR SETAR,047415502,TIADA,KBAA048@moe.edu.my,Bandar,SK,104,13,TIADA,TIADA,100.42181,5.99011
4894,KEDAH,PPD PENDANG,Rendah,SK,KBAA050,SEKOLAH KEBANGSAAN BKT CHORAS,"KM 11 KAMPUNG BUKIT CHORAS, JALAN PENDANG",06800,KOTA SARANG SEMUT,047693933,047693933,KBAA050@moe.edu.my,Bandar,SK,333,32,TIADA,TIADA,100.42116,5.97135
4895,KEDAH,PPD PENDANG,Rendah,SK,KBAA051,SEKOLAH KEBANGSAAN BKT RAYA DALAM,"JALAN SEKOLAH, KG. BUKIT RAYA DALAM",06700,PENDANG,047598970,047598970,KBAA051@moe.edu.my,Bandar,SK,267,29,TIADA,TIADA,100.45407,6.00862
4896,KEDAH,PPD PENDANG,Rendah,SK,KBAA052,SEKOLAH KEBANGSAAN HAJI ABDUL RAHMAN,KM 16.5 JALAN TOKAI,06660,ALOR SETAR,047645639,047645639,KBAA052@moe.edu.my,Bandar,SK,328,40,ADA,ADA,100.42932,6.02906
4897,KEDAH,PPD PENDANG,Rendah,SK,KBAA053,SEKOLAH KEBANGSAAN CHAROK KUDONG,KM 10 JALAN CHAROK KUDONG,06700,PENDANG,047411869,047411869,KBAA053@moe.edu.my,Bandar,SK,210,23,TIADA,TIADA,100.52292,6.00253
4898,KEDAH,PPD PENDANG,Rendah,SK,KBAA054,SEKOLAH KEBANGSAAN GUAR KEPAYANG,"KM 24, MUKIM GUAR KEPAYANG ",06700,PENDANG ,047595299,047595299,KBAA054@moe.edu.my,Bandar,SK,241,28,TIADA,TIADA,100.51049,6.02816
4899,KEDAH,PPD PENDANG,Rendah,SK,KBAA056,SEKOLAH KEBANGSAAN KG RAMBAI,SIMPANG EMPAT,06650,ALOR SETAR,047418571,TIADA,KBAA056@moe.edu.my,Bandar,SK,169,18,TIADA,TIADA,100.45345,6.03031
4900,KEDAH,PPD PENDANG,Rendah,SK,KBAA057,SEKOLAH KEBANGSAAN KG CHEGAR,JALAN SUNGAI TIANG,06700,PENDANG,047411834,TIADA,KBAA057@moe.edu.my,Bandar,SK,285,28,TIADA,TIADA,100.50793,5.97848
4901,KEDAH,PPD PENDANG,Rendah,SK,KBAA059,SEKOLAH KEBANGSAAN PENDANG,PEKAN PENDANG,06700,PENDANG,047596228,047596228,KBAA059@moe.edu.my,Bandar,SK,862,69,ADA,ADA,100.47862,5.98689
4902,KEDAH,PPD PENDANG,Rendah,SK,KBAA060,SEKOLAH KEBANGSAAN KAMPONG BARU,KAMPONG BARU,06750,PENDANG,047541898,047541898,KBAA060@moe.edu.my,Bandar,SK,363,34,TIADA,TIADA,100.57869,5.96495
4903,KEDAH,PPD PENDANG,Rendah,SK,KBAA062,SEKOLAH KEBANGSAAN SUNGAI TIANG,SUNGAI TIANG,06750,PENDANG,047541933,047541933,KBAA062@moe.edu.my,Luar Bandar,SK,485,51,ADA,ADA,100.59639,5.9939
4904,KEDAH,PPD PENDANG,Rendah,SK,KBAA063,SEKOLAH KEBANGSAAN TANAH MERAH,"JALAN TANAH MERAH, TANAH MERAH",06700,PENDANG,047594506,047592027,KBAA063@moe.edu.my,Bandar,SK,346,31,TIADA,TIADA,100.48345,6.01815
4905,KEDAH,PPD PENDANG,Rendah,SK,KBAA067,SEKOLAH KEBANGSAAN AYER PUTEH,KG.TEMPOYAK,06700,PENDANG,047590337,047590337,KBAA067@moe.edu.my,Bandar,SK,400,35,TIADA,TIADA,100.46034,5.97356
4906,KEDAH,PPD PENDANG,Rendah,SK,KBAA068,SEKOLAH KEBANGSAAN HJ MOHAMAD ARIFF,"JALAN JENUN, MUKIM AYER PUTIH",06700,PENDANG ,047594629,047594629,KBAA068@moe.edu.my,Bandar,SK,281,30,TIADA,TIADA,100.47753,5.95709
4907,KEDAH,PPD PENDANG,Rendah,SK,KBAA069,SEKOLAH KEBANGSAAN BUKIT JENUN,PEKAN BUKIT JENUN,06720,PENDANG,047599448,047599448,KBAA069@moe.edu.my,Bandar,SK,453,45,ADA,ADA,100.4785,5.90681
4908,KEDAH,PPD PENDANG,Rendah,SK,KBAA070,SEKOLAH KEBANGSAAN BUKIT JAMBUL,KILOMETER 6 JALAN JENUN OFF JALAN BUKIT JAMBUL,06720,PENDANG,047594373,TIADA,KBAA070@moe.edu.my,Bandar,SK,186,22,TIADA,TIADA,100.46252,5.94469
4909,KEDAH,PPD PENDANG,Rendah,SK,KBAA071,SEKOLAH KEBANGSAAN BUKIT GENTING,BUKIT JENUN,06720,PENDANG,047592801,047592801,KBAA071@moe.edu.my,Luar Bandar,SK,160,18,TIADA,TIADA,100.50336,5.91017
4910,KEDAH,PPD PENDANG,Rendah,SK,KBAA075,SEKOLAH KEBANGSAAN KUALA RIMAU,"KG.KUALA RIMAU, MUKIM AYER PUTEH",06720,PENDANG,047414285,TIADA,KBAA075@moe.edu.my,Bandar,SK,119,16,TIADA,TIADA,100.51939,5.94494
4911,KEDAH,PPD PENDANG,Rendah,SK,KBAA076,SEKOLAH KEBANGSAAN POKOK TAI,"KG. POKOK TAI, JALAN JENUN",06720,PENDANG,044681646,044681646,KBAA076@moe.edu.my,Luar Bandar,SK,378,34,TIADA,TIADA,100.50525,5.87268
4912,KEDAH,PPD PENDANG,Rendah,SK,KBAA077,SEKOLAH KEBANGSAAN HAJI MAT DAHAN,JALAN TEPI MRSM PENDANG KAMPONG PAYA KERCHUT,06700,PENDANG,047411763,TIADA,KBAA077@moe.edu.my,Bandar,SK,141,19,TIADA,TIADA,100.51014,5.95078
4913,KEDAH,PPD PENDANG,Rendah,SK,KBAA078,SEKOLAH KEBANGSAAN SYED IBRAHIM,BATU 21 JALAN SUNGAI TIANG,06700,PENDANG,047597119,047597119,KBAA078@moe.edu.my,Bandar,SK,462,51,ADA,ADA,100.52699,5.96445
4914,KEDAH,PPD PENDANG,Rendah,SK,KBAA083,SEKOLAH KEBANGSAAN BENDANG RAJA,"BENDANG RAJA, KUBUR PANJANG,PENDANG",06760,ALOR SETAR,047849102,047846712,KBAA083@moe.edu.my,Luar Bandar,SK,149,17,TIADA,TIADA,100.59945,6.09918
4915,KEDAH,PPD PENDANG,Rendah,SK,KBAA158,SEKOLAH KEBANGSAAN KAMPUNG PULAI TOKAI,"KAMPONG PULAI, TOKAI",06660,ALOR SETAR,047646045,047646045,KBAA158@moe.edu.my,Bandar,SK,116,16,TIADA,TIADA,100.40859,6.01111
4916,KEDAH,PPD PENDANG,Rendah,SK,KBAA159,SEKOLAH KEBANGSAAN PAYA MENGKUANG,PADANG LEMBU,08330,GURUN,01165735338,TIADA,KBAA159@moe.edu.my,Luar Bandar,SK,273,27,TIADA,TIADA,100.55005,5.85694
4917,KEDAH,PPD PENDANG,Rendah,SK,KBAA160,SEKOLAH KEBANGSAAN HUJUNG KETON,"SUNGAI TIANG, MUKIM PADANG KERBAU",06750,PENDANG ,01165735955,TIADA,KBAA160@moe.edu.my,Luar Bandar,SK,106,17,TIADA,TIADA,100.62882,6.08365
