Case Number,Proceeding ID,Reserved Price (RM),Number of Properties in Auction,Auction Date/Time,Number of Auction,Deposit (Refundable),Address,Lot Number,Parcel Number,Storey Number,Building Number,State,Mukim,District,Coordinate GPS,Property Type,Land Title,Tenure,Built Up (Sf),Land Size (ft²),Land Size (m²),Reserved Area (Malay Reserve/Lot Bumi),Caveat,link,Document,Land Size (acre),Land Size (hectare)
NA-38-1333-12/2023,ce1d9431-d329-4c47-a449-28663f69c11d," RM 300,000.00",1,"18/03/2024, 11",1,"RM 30,000.00","No. 274, Jalan Alamanda 2, Taman Alamanda, 70450, Seremban, Negeri Sembilan",Lot 33185,N/A,N/A,N/A,Negeri Sembilan,Pekan Senawang,Seremban,,Terrace,Building,Leasehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44691,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=eb062726-2e42-4f5d-ab7e-8fab7ce064fa&Inline=true,,
NA-38-1335-12/2023,5bc5fd1e-970a-4f55-9b47-501cc396d75b," RM 600,000.00",1,"18/03/2024, 11",1,"RM 60,000.00","No. 1413, Jalan Hijayu 3/48, Taman Hijayu 3D, 71950, Bandar Sri Sendayan, Negeri Sembilan","Lot 45006 (dahulunya dikenali sebagai H.S.(D) 212554, No. PT 9937)",N/A,N/A,N/A,Negeri Sembilan,Bandar Sri Sendayan,Seremban,,Terrace,Building,Freehold,"2,400","2,400.000000",223.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44692,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=32ea0a6d-94ef-44e4-a804-20c3968bbd53&Inline=true,,
PA-38-946-12/2023,8702fdf6-0936-43b7-a764-3afe9d167be8," RM 300,000.00",1,"18/03/2024, 11",1,"RM 30,000.00","NO. 29-09-2, JALAN SAMAK, MEDAN RIA APARTMENT, 10150, GEORGETOWN, Pulau Pinang","Lot No. 538, Seksyen 10",104,10,M1,Pulau Pinang,Bandar George Town,Timor Laut,,Apartment,Others,Freehold,0,699.650000,65.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44690,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=004a85b8-67de-46f2-b442-e308c480792f&Inline=true,,
PA-38-972-12/2023,bc5bceae-2e8b-4d61-bf85-534db347642f," RM 1,890,000.00",1,"18/03/2024, 11",1,"RM 189,000.00","NO.15, LEBUH BISHOP, 10200, GEORGE TOWN, Pulau Pinang",127 SEKSYEN 20,N/A,N/A,N/A,Pulau Pinang,BANDAR GEORGE TOWN,TIMOR LAUT,,Terrace,Building,Freehold,0,832.000000,77.290000,N/A,0799B2016005796 DAFTAR 10/6/2016,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/46145,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ab0e1d11-541a-4d0f-b091-5f13781b9dad&Inline=true,,
PA-38-980-12/2023,2216973a-441d-4a06-8b73-0dfb63965173," RM 123,930.00",1,"18/03/2024, 11",1,"RM 12,393.00","No. 5-5-1, Tingkat Paya Terubong 5, Mukim 13, 11060, Paya Terubong, Pulau Pinang",Lot No. 9808,496,6,M3,Pulau Pinang,13,Timor Laut,,Flat,Others,Freehold,0,700.000000,65.000000,N/A,Kaveat Persendirian atas petak oleh CIMB BANK BERHAD (197201001799 (13491-P)) Melalui Perserahan No. 0799B2021004238 yang didaftarkan pada 18/05/2021,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45294,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=61d319d5-6235-474b-8f8a-add97f20ca75&Inline=true,,
AA-38-2054-11/2023,51e6dd1f-96f7-428e-8c53-d52149a9b435," RM 200,000.00",1,"18/03/2024, 11",1,"RM 20,000.00","No. 163, Jalan Lapan, Taman Kuning Emas, 35000, Tapah, Perak",8471,N/A,N/A,N/A,Perak,Batang Padang,Batang Padang,,Terrace,Building,Leasehold,0,"1,205.550000",112.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45752,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=62db261a-5dda-4b28-a3f2-d45cd5f98adb&Inline=true,,
AA-38-2194-11/2023,cff5c5e6-b8c2-459f-a387-53c9000f295c," RM 700,000.00",1,"18/03/2024, 11",1,"RM 70,000.00","NO.1, JALAN KOPERASI 23, TAMAN PERPADUAN KOPERASI, 31400, IPOH, Perak",PT 235722,,N/A,N/A,Perak,HULU KINTA,KINTA,,Terrace,Residential,Leasehold,"4,445","4,445.000000",413.000000,,,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45753,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=da99d0d5-86d5-42dc-997f-2dce8a117114&Inline=true,,
AA-38-2260-12/2023,1ffb1f6e-ae95-4bbf-9c71-b2840f4d125a," RM 162,000.00",1,"18/03/2024, 11",1,"RM 16,200.00","No 17, Lorong Lagenda 20, Seksyen 2, Bandar Lagenda Teluk Intan, 36000, Teluk Intan, Perak",PT 28780,N/A,N/A,N/A,Perak,Durian Sebatang,Hilir Perak,,Terrace,Building,Leasehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44304,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=5b1db8f6-1033-45d6-bd00-f4ce1ff4a1f4&Inline=true,,
AA-38-2280-12/2023,c7b32601-15d8-42a1-aee9-a030ae27f056," RM 87,480.00",1,"18/03/2024, 11",1,"RM 8,748.00","NO. 19, JALAN CHENDERONG 2, TAMAN CHENDERONG JAYA, 31000, BATU GAJAH, Perak",LOT 301581,N/A,N/A,N/A,Perak,TANJONG TUALANG,KINTA,,Terrace,Building,Freehold,0,"1,206.000000",112.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44213,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=e431c81a-c11f-4327-99c5-58c287f79689&Inline=true,,
AA-38-2310-12/2023,4eae302e-7fc2-4e4a-9583-681bb9742f6c," RM 240,000.00",1,"18/03/2024, 11",1,"RM 24,000.00","NO. B-7-1, HALA MERU RAYA, RESIDENSI PR1MA MERU, BANDAR MERU RAYA, 30020, IPOH, Perak",LOT 533390,N/A,N/A,N/A,Perak,MUKIM HULU KINTA,KINTA,,Condominium,Building,Freehold,0,"1,130.000000",105.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44215,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=bf007e2a-6645-41a8-9ccb-f187581b9592&Inline=true,,
AA-38-2320-12/2023,556914f2-41ac-4470-b1b0-8c80931b5e9b," RM 390,000.00",1,"18/03/2024, 11",1,"RM 39,000.00","NO 570, JALAN PERDANA 1, TAMAN KAMPAR PERDANA, 31900, KAMPAR, Perak",LOT 303726,N/A,N/A,N/A,Perak,MUKIM KAMPAR,KAMPAR,,Terrace,Building,Leasehold,0,"2,799.000000",260.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44216,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=710bc21b-6088-4006-be62-a82840fbf7e5&Inline=true,,
AA-38-2361-12/2023,239192fe-5cdf-4972-ad74-1049c07fc501," RM 108,000.00",1,"18/03/2024, 11",1,"RM 10,800.00","No. 190, Taman Sri Asoka, 35000, Tapah, Perak",No. Lot 10303,N/A,N/A,N/A,Perak,Batang Padang,Batang Padang,,Terrace,Building,Leasehold,0,"1,076.390000",100.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45003,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=39290b8e-a25d-4cd4-8f9f-3131ca24882d&Inline=true,,
AA-38-2371-12/2023,3cf1cb0c-b8cd-4163-83d6-e3dda953ee16," RM 70,000.00",1,"18/03/2024, 11",1,"RM 7,000.00","NO. PT 1511, LORONG OKID 2, TAMAN ORKID - BATU 12, 36020, TELUK INTAN, Perak",LOT 7503,N/A,N/A,N/A,Perak,MUKIM CHANGKAT JONG,DAERAH HILIR PERAK,,Terrace,Building,Leasehold,978,"1,539.000000",143.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45004,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=f0e2f864-33d4-4efd-ac9f-fe46d798de7c&Inline=true,,
AA-38-2377-12/2023,a6c06b3e-d470-49d7-9282-238fd46e661d," RM 135,000.00",1,"18/03/2024, 11",1,"RM 13,500.00","No. 6, Dataran Setia 2, Taman Bemban Setia, 31000, Batu Gajah, Perak",Lot 303415,N/A,N/A,N/A,Perak,Mukim Sungai Terap,Daerah Kinta,,Terrace,Building,Leasehold,918,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45006,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=95d5f7b5-3176-40ed-9e88-0cd385951dbd&Inline=true,,
AA-38-2381-12/2023,c3ccae08-fc45-4b2b-8c9e-07214ab055ca," RM 94,770.00",1,"18/03/2024, 11",1,"RM 9,477.00","NO. 3, JALAN CHENDERONG 2, TAMAN CHENDERONG JAYA, 31000, BATU GAJAH, Perak",LOT 301573,N/A,N/A,N/A,Perak,TANJONG TUALANG,KINTA,,Terrace,Building,Freehold,880,"1,227.000000",114.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45007,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7f0bb957-da87-41c7-9e71-6af1803bde75&Inline=true,,
AB-38-1-01/2024,c10bd1da-5e3b-43a4-a32a-4828ecc395c7," RM 120,000.00",1,"18/03/2024, 11",1,"RM 12,000.00","NO. 790, LORONG 27, TAMAN BERKAT, JALAN KAMPUNG DEW, 34700, SIMPANG, Perak",LOT 3944,N/A,N/A,N/A,Perak,JEBONG,LARUT & MATANG,,Terrace,Building,Leasehold,0,904.000000,84.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44992,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=94c9a421-5141-4c1a-a702-d693f959046e&Inline=true,,
AB-38-267-10/2023,a6749ac2-01a9-4d1e-a965-398843980031," RM 220,000.00",1,"18/03/2024, 11",1,"RM 22,000.00","LOT 632, RUMAH BERKEMBAR, BUKIT MERAH LAKETOWN, SIMPANG AMPAT, 34400, SEMANGGOL, Perak",LOT 11498 (dahulunya PT 896),N/A,N/A,N/A,Perak,GUNONG SEMANGGOL,KERIAN,,Semi-Detached,Building,Leasehold,0,"2,831.000000",263.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44993,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=4f0c1261-e48e-4c69-8633-138a4a3a0ab8&Inline=true,,
AB-38-317-12/2023,8ddb136d-014f-4a21-b6e4-a50bedac4255," RM 66,420.00",1,"18/03/2024, 11",1,"RM 6,642.00","NO. 175N, RANCANGAN PERUMAHAN AWAM FASA 4, 33000, KUALA KANGSAR, Perak",LOT 11397 (dahulunya dikenali sebagai No. PT 1369),N/A,N/A,N/A,Perak,MUKIM SAYUNG,KUALA KANGSAR,,Terrace,Building,Leasehold,0,"1,033.000000",96.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44994,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=d78e7004-5d71-478a-8cc8-2e6648a03f65&Inline=true,,
AB-38-319-12/2023,ae61074e-921e-45ff-942d-af4afc0922e8," RM 300,000.00",1,"18/03/2024, 11",1,"RM 30,000.00","No. 27, Lintang Pr1ma 12, Residensi Pr1ma Bagan Serai, 34300, Bagan Serai, Perak",Lot 24174,N/A,N/A,N/A,Perak,Bagan Serai,Kerian,,Terrace,Building,Freehold,0,"1,302.000000",121.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44995,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=11c797aa-1971-4d2e-a0b1-e4516e4960a4&Inline=true,,
AB-38-321-12/2023,b4784971-5550-4675-82ad-fa51078eeec5," RM 121,500.00",1,"18/03/2024, 11",1,"RM 12,150.00","NO. 254, LORONG 13, TAMAN DAMAI, 34700, SIMPANG, Perak",LOT 3093,N/A,N/A,N/A,Perak,PENGKALAN AOR,LARUT & MATANG,,Terrace,Building,Freehold,0,"1,001.000000",93.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44997,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=571d1a3a-59da-4f88-b316-e60d2ae18e93&Inline=true,,
AB-38-322-12/2023,eaafb7ce-fbe2-4856-bbbb-b96022c1c4f0," RM 36,000.00",1,"18/03/2024, 11",1,"RM 3,600.00","No. 3, Denai LB 2/3, Lembah Beriah, 34310, Bagan Serai, Perak",Lot 9262 (dahulu PT 4206),N/A,N/A,N/A,Perak,Beriah,Kerian,,Detached-House,Building,Leasehold,528,"3,595.000000",334.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44998,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=fdc7dc1e-bfe9-4eb4-b2d5-94b36d1890ef&Inline=true,,
WA-38-2176-11/2023,557a8f00-8eaf-48cb-9b23-44f67aae8d98," RM 769,500.00",1,"19/03/2024, 09",1,"RM 76,950.00","B-33-1 , THE REACH@TITIWANGSA, JALAN TIARA TITIWANGSA, 53200, KUALA LUMPUR, Wilayah Persekutuan Kuala Lumpur",LOT 50004 SEKSYEN 86,364,36,M1A,Wilayah Persekutuan Kuala Lumpur,BANDAR KUALA LUMPUR,KUALA LUMPUR,,Condominium,Building,Freehold,0,"1,582.000000",147.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45571,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b33ea1c1-2c65-4069-a577-2d517db653f0&Inline=true,,
WA-38-2299-11/2023,afaf38e4-8870-4f25-be43-bf42788eb5c1," RM 1,386,000.00",1,"19/03/2024, 09",1,"RM 138,600.00","No. 96, Jalan 1/149L, Bandar Baru Sri Petaling, 57000, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Lot 28970,N/A,N/A,N/A,Wilayah Persekutuan Kuala Lumpur,Mukim Petaling,Kuala Lumpur,,Semi-Detached,Residential,Leasehold,0,"4,004.000000",372.000000,N/A,Kaveat Persendirian oleh Alliance Islamic Bank Berhad yang didaftarkan pada 11.12.2018 dengan No. Perserahan PTB3608/2018,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45573,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=0d82501a-d057-4a86-bd11-e5ff204da75b&Inline=true,,
WA-38-2318-11/2023,5ba39f59-54df-49f1-b19f-b3f7bbd9062a," RM 1,239,300.00",1,"19/03/2024, 09",1,"RM 123,930.00","Unit No. M-01, Residensi Jalil Idaman @ Twin Arkz, No. 3 Jalan Jalil Perkasa 1, Bukit Jalil, 57000, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Lot 101741,8,1,M1,Wilayah Persekutuan Kuala Lumpur,Mukim Petaling,Kuala Lumpur,,ShopOffice,Building,Freehold,0,"3,100.000000",288.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45480,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=9ea0af6a-be28-4200-98e8-1683b2616c1a&Inline=true,,
WA-38-2336-11/2023,0225e5a1-c605-4494-8de4-1f33e1cbba7e," RM 3,000,000.00",1,"19/03/2024, 09",1,"RM 300,000.00","No. 47, Jalan 81/26, Taman Sri Rampai, 53200, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",PT 4 Seksyen 94A,N/A,N/A,N/A,Wilayah Persekutuan Kuala Lumpur,Bandar Kuala Lumpur,Kuala Lumpur,,Land,Building,Leasehold,0,,,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45577,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=e920c551-3c1a-4e66-8450-55c355313b78&Inline=true,0.350000,0.140000
KA-38-240-10/2023,28fbb0d1-a48e-4bdc-baa3-bd5aee9544dd," RM 545,000.00",1,"19/03/2024, 09",1,"RM 54,500.00","NO. 125, TAMAN PERINDUSTRIAN RINGAN KRISTAL II (FASA II), 05150, ALOR SETAR, Kedah",PT 4840,N/A,N/A,N/A,Kedah,BANDAR ALOR SETAR,KOTA SETAR,,Shop-Lot,Building,Freehold,0,"2,072.000000",192.500000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45112,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=bb829d53-d014-42b6-b3ba-286904c2b3a0&Inline=true,,
KA-38-303-11/2023,7b71f6af-8996-4e06-8f56-1abf4b34f34d," RM 405,000.00",1,"19/03/2024, 09",1,"RM 40,500.00","NO. 9, TAMAN JELITI, OFF LEBUHRAYA SULTANAH BAHIYAH, 05400, ALOR SETAR, Kedah",LOT 9692 SEKSYEN 50,N/A,N/A,N/A,Kedah,MUKIM PENGKALAN KUNDOR,KOTA SETAR,,Semi-Detached,Building,Freehold,263,"2,884.730000",268.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44576,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a03c6a94-57ca-4532-b6b4-5af2398aae23&Inline=true,,
KA-38-318-12/2023,0f6332ed-0a59-4bd2-b7ff-9e60dd606ce3," RM 2,326,500.00",1,"19/03/2024, 09",1,"RM 232,650.00","PT No. 1431-PT No. 1451 & PT No. 1461-PT No. 1471, Jalan Alor Setar-Kangar, 06250, Alor Setar, Kedah","PT No. 1431 hingga PT No. 1445, PT No. 1446 hingga PT No. 1451, PT No. 1461 hingga PT No. 1471",N/A,N/A,N/A,Kedah,Sungai Baharu,Kota Setar,,Land,Building,Freehold,0,,,Pengisytiharan Rezab Melayu.,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44999,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=5d458f61-0dd4-412c-8b2b-147231739470&Inline=true,1.940000,0.790000
KA-38-323-12/2023,eaa71e03-113e-495c-b951-251f7c08ce43," RM 105,000.00",1,"19/03/2024, 09",1,"RM 10,500.00","NO. 554, TAMAN BERSATU, JALAN BATAS PAIP, 06600, KUALA KEDAH, Kedah",PT 1221,N/A,N/A,N/A,Kedah,TELUK KECHAI,KOTA SETAR,,Terrace,Building,Freehold,840,635.000000,59.000000,LOT UNTUK ORANG MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45669,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=75e3932b-30e3-45e3-a463-872789b3d47d&Inline=true,,
KA-38-326-12/2023,d4669d27-1364-4e6e-bd46-7a4e51cac11b," RM 85,000.00",1,"19/03/2024, 09",1,"RM 8,500.00","LOT 2175, OFF JALAN LANGGAR - POKOK SENA, 06400, POKOK SENA, Kedah",LOT 2175,N/A,N/A,N/A,Kedah,BANDAR POKOK SENA,POKOK SENA,,Land,Agriculture,Freehold,0,,,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45111,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=255a5545-7741-409a-8c6c-9c683b1a3b98&Inline=true,1.600000,0.650000
KB-38-917-10/2023,839d05ca-0edc-4644-8b36-b959768d425a," RM 272,000.00",1,"19/03/2024, 09",1,"RM 27,200.00","NO. 637, JALAN KENANGA 7/18, BANDAR AMANJAYA, 08000, SUNGAI PETANI, Kedah",LOT 6353 (DAHULUNYA DIKENALI SEBAGAI NO. PT 54886),N/A,N/A,N/A,Kedah,BANDAR AMANJAYA,KUALA MUDA,,Semi-Detached,Building,Freehold,0,"3,153.830000",293.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43349,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=d4718f07-334f-4fba-90c0-c7c0f9c21461&Inline=true,,
WA-38-2313-11/2023,01520749-8a69-4431-8b10-ba87e0b2c129," RM 330,000.00",1,"19/03/2024, 09",1,"RM 33,000.00","No. 131, Jalan Mangga 6, Off Jalan Rasah, 70300, Seremban, Negeri Sembilan",Lot 16954,N/A,N/A,N/A,Negeri Sembilan,Bandar Seremban,Seremban,,Bungalow,Building,Freehold,0,"4,801.000000",446.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45481,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=132dd869-96ae-46fb-b456-337ab1870566&Inline=true,,
WA-38-2477-12/2023,15572f51-c416-4cf4-ae77-a4f5e63cb246," RM 135,000.00",1,"19/03/2024, 09",1,"RM 13,500.00","UNIT NO.A-L5-3, 1, PARADISE LAGOON HOLIDAY APARTMENT, JALAN PANTAI, BATU 2, 71000, PORT DICKSON, Negeri Sembilan",LOT 287,3,1,M1,Negeri Sembilan,BANDAR PORT DICKSON,PORT DICKSON,,Serviced Apartment,Building,Leasehold,0,775.000000,72.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45816,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=0e48214b-aed4-4722-b819-f8169b11a3d0&Inline=true,,
BA-38-2301-11/2023,84eef89a-16fc-468d-be5d-383b96e1b21e," RM 330,000.00",1,"19/03/2024, 09",1,"RM 33,000.00","No.3, Jalan Mahagoni 4D, Seksyen 4, 44300, Bandar Utama Batang Kali, Selangor",Lot No.25424(dahulunya dikenali sebagai PT 9227),N/A,N/A,N/A,Selangor,Batang Kali,Ulu Selangor,,Terrace,Residential,Freehold,0,"1,431.600000",133.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45756,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7b72bb31-fc50-46ec-8384-6fd62c3a13a5&Inline=true,,
BA-38-2306-11/2023,a82d9b82-fc15-426a-aa47-67613448e36a," RM 180,000.00",1,"19/03/2024, 09",1,"RM 18,000.00","Unit B6-01-06, 1st Floor, Block 6, Jalan PJS 6/6D, Desa Mentari, 46000, Petaling Jaya, Selangor",Lot No. 61828,79,2,M1,Selangor,Bandar Sunway,Petaling,-,Apartment,Residential,Leasehold,657,657.000000,61.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45821,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=271b37ac-a286-4b9b-b5f0-0c2231e25f19&Inline=true,,
BA-38-2311-11/2023,15366ac2-8fc7-4ce6-8302-6b5fee195402," RM 15,674,000.00",1,"19/03/2024, 09",1,"RM 1,567,400.00","No. 9, Jalan Konsul U1/10, Seksyen U1, Glenmarie Court, 40150, Shah Alam, Selangor",Lot  63370,N/A,N/A,N/A,Selangor,Bandar Glenmarie,Petaling,,Bungalow,Building,Freehold,"48,879","48,879.000000","4,541.000000",N/A,Details,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45754,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=5804e86d-b811-4df3-b651-9235aa24ae50&Inline=true,,
BA-38-2316-11/2023,8f21055e-3a3c-436f-8216-561fa5d8b39d," RM 186,300.00",1,"19/03/2024, 09",1,"RM 18,630.00","Unit No. F-4-07, Pangsapuri Sri Puteri, Jalan Ukay Perdana 2/1, Taman Ukay Perdana, 68000, Ampang, Selangor",Lot 18249,502,5,M6,Selangor,Bandar Ulu Klang,Gombak,,Apartment,Building,Leasehold,0,829.000000,77.000000,N/A,406/2016 (KVSK) - Kaveat Persendirian Atas Kepentingan Ambank (M) Berhad,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45819,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=6ad3ba6b-be44-422e-be85-adbef0151981&Inline=true,,
BA-38-2321-11/2023,c72350a0-58e9-4de0-8185-db59f289f24e," RM 450,000.00",1,"19/03/2024, 09",1,"RM 45,000.00","No. C-6-5, Vista Hijauan (Greenview Residence), Persiaran Sungai Long 2, Bandar Sungai Long, 43000, Kajang, Selangor",Lot 27612 Seksyen 192,363,7,M3,Selangor,Bandar Cheras,Ulu Langat,,Condominium,Residential,Freehold,0,"1,356.000000",126.000000,N/A,"Keveat Persendirian telah dimasukkan oleh Public Bank Berhad melalui Perserahan No. 13913/2020, didaftarkan pada 16hb November 2020",https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45755,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=64f079c7-85bd-4783-b4e7-43484624eae3&Inline=true,,
BA-38-2326-11/2023,88bccd8b-3fa4-489a-a0c9-1a219ed2ff05," RM 311,000.00",1,"19/03/2024, 09",1,"RM 31,100.00","No. 20, Jalan Samarinda 11, Taman Klang Indah, 41000, Klang, Selangor",PT 34356,N/A,N/A,N/A,Selangor,Klang,Klang,,Terrace,Building,Freehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45820,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=fec56699-e6d2-4f79-ba01-9a26959d27cf&Inline=true,,
BA-38-2367-11/2023,3005f257-c3cd-49c7-9606-0c873ba137d1," RM 40,000.00",1,"19/03/2024, 09",1,"RM 4,000.00","No. 05-11, Blok Anggerik, Pangsapuri Dahlia, Jalan Desa 5/2, Bandar Country Homes, 48000, Rawang, Selangor",1044,N/A,N/A,M1,Selangor,Bandar Kundang,Gombak,,Apartment,Residential,Freehold,0,603.000000,56.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45817,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=0c00369c-87f6-495a-94f7-017a0223dd20&Inline=true,,
BA-38-2377-11/2023,970325d8-bd04-4a6b-bebd-3b86ca9f8521," RM 1,053,000.00",1,"19/03/2024, 09",1,"RM 105,300.00","NO. 32, JALAN AU 3/10A, TAMAN SEPAKAT, 54200, KUALA LUMPUR, Wilayah Persekutuan Kuala Lumpur",PT 32,,N/A,N/A,Selangor,ULU KELANG,GOMBAK,,Bungalow,Building,Leasehold,0,"5,400.000000",501.660000,,,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45818,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=05116e4a-389e-4218-b568-223cae267a56&Inline=true,,
